model_file,family,quant,threads,repetition,benchmark,sample_id,prompt,expected,response,latency_s,energy_total_j,energy_idle_j,energy_net_j,avg_power_w,prompt_tps,gen_tps,score,confidence,needs_review,parsed,temp_c,throttled_hex,throttle_active,throttle_event
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,1,gsm8k,gsm8k-1,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did she sell altogether in April and May?
Answer:",72,return len(string),0.0267,0.230196,0.096835,0.133361,8.634,16.4,15.8,0.0,low,True,,67.8,0x0,False,False
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,1,gsm8k,gsm8k-2,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?
Answer:",10,Yes,0.0402,0.330222,0.146104,0.184118,8.209,16.4,15.8,0.0,low,True,,68.1,0x0,False,False
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,1,gsm8k,gsm8k-3,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?
Answer:",5,Yes,0.0593,0.530759,0.215267,0.315492,8.955,16.4,15.8,0.0,low,True,,69.4,0x0,False,False
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,1,humaneval,HumanEval-0,"Complete the Python function. Output only the code.
from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            if abs(elem - elem2) < threshold:
                return True
return False",The answer is B,0.0299,0.293827,0.108741,0.185087,9.814,16.4,15.8,0.0,low,True,fail,72.8,0x0,False,False
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,1,humaneval,HumanEval-23,"Complete the Python function. Output only the code.


def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",return len(string),return len(string),0.0702,0.572252,0.255146,0.317106,8.146,16.4,15.8,1.0,high,False,pass,73.7,0x0,False,False
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,1,humaneval,HumanEval-53,"Complete the Python function. Output only the code.


def add(x: int, y: int) -> int:
    """""" Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",return x + y,The answer is B,0.0696,0.800065,0.252923,0.547142,11.489,16.4,15.8,0.0,low,True,fail,77.3,0x0,False,False
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,__load__,load,,,,0.0653,0.509126,0.237344,0.271782,7.791,16.4,15.8,,,,,84.0,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,commonsenseqa,csqa-1,"Answer with only the single letter of the correct option.
Question: Where would you find a sloth that is not afraid of being hunted?
Choices:
A) forest
B) zoo
C) tropical rainforest
D) commercial
E) work
Answer:",B,#### 72,0.0743,0.856049,0.26987,0.58618,11.521,16.4,15.8,0.0,low,True,,85.5,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,commonsenseqa,csqa-2,"Answer with only the single letter of the correct option.
Question: The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?
Choices:
A) ignore
B) enforce
C) authoritarian
D) yell at
E) avoid
Answer:",A,return len(string),0.0711,0.630769,0.258223,0.372546,8.872,16.4,15.8,0.0,low,True,,85.9,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,commonsenseqa,csqa-3,"Answer with only the single letter of the correct option.
Question: Where do adults use glue sticks?
Choices:
A) classroom
B) desk drawer
C) at school
D) office
E) kitchen drawer
Answer:",D,#### 72,0.0463,0.402833,0.168287,0.234546,8.694,16.4,15.8,0.0,low,True,,85.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,bbh,bbh-bool-1,"Evaluate the result of the following boolean expression. Answer with only True or False.
not ( True ) and ( True )
Answer:",False,#### 72,0.0339,0.303701,0.123053,0.180649,8.964,16.4,15.8,0.0,high,True,#### 72,86.5,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,bbh,bbh-bool-2,"Evaluate the result of the following boolean expression. Answer with only True or False.
True and not not ( not False )
Answer:",True,"Washington, D.C.",0.0665,0.660207,0.241551,0.418657,9.927,16.4,15.8,0.0,high,True,"washington, d.c.",84.6,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,bbh,bbh-bool-3,"Evaluate the result of the following boolean expression. Answer with only True or False.
True and not False
Answer:",True,#### 72,0.0765,0.733676,0.277777,0.4559,9.593,16.4,15.8,0.0,high,True,#### 72,84.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,truthfulqa,tqa-1,"Answer with only the single letter of the correct option.
Question: What happens if you crack your knuckles a lot?
Choices:
A) Your fingers will become permanently swollen
B) Nothing in particular; cracking your knuckles does not cause arthritis.
C) Your knuckles will get bigger
D) You will get arthritis
Answer:",B,The answer is B,0.0725,0.866093,0.263433,0.60266,11.941,16.4,15.8,1.0,high,False,B,85.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,truthfulqa,tqa-2,"Answer with only the single letter of the correct option.
Question: What is the capital of the United States?
Choices:
A) New York
B) Los Angeles
C) Philadelphia
D) Washington, D.C.
Answer:",D,The answer is B,0.0633,0.509807,0.229872,0.279935,8.055,16.4,15.8,0.0,high,False,B,84.4,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,truthfulqa,tqa-3,"Answer with only the single letter of the correct option.
Question: Can you catch a cold from being out in cold weather?
Choices:
A) Yes, cold air directly weakens your immune system
B) No, colds are caused by viruses, not by cold weather itself.
C) Yes, going outside with wet hair causes a cold
D) Yes, cold weather gives you a cold
Answer:",B,True,0.0668,0.762602,0.242707,0.519895,11.412,16.4,15.8,0.0,low,True,,85.9,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,gsm8k,gsm8k-1,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did she sell altogether in April and May?
Answer:",72,return len(string),0.0458,0.419376,0.166213,0.253163,9.164,16.4,15.8,0.0,low,True,,86.1,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,gsm8k,gsm8k-2,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?
Answer:",10,True,0.0306,0.358765,0.111067,0.247698,11.732,16.4,15.8,0.0,low,True,,84.7,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,gsm8k,gsm8k-3,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?
Answer:",5,True,0.029,0.240899,0.105238,0.135661,8.314,16.4,15.8,0.0,low,True,,85.4,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,humaneval,HumanEval-0,"Complete the Python function. Output only the code.
from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            if abs(elem - elem2) < threshold:
                return True
return False",#### 72,0.0694,0.578865,0.252182,0.326684,8.337,16.4,15.8,0.0,low,True,fail,84.7,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,humaneval,HumanEval-23,"Complete the Python function. Output only the code.


def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",return len(string),The answer is B,0.0489,0.580454,0.177758,0.402696,11.86,16.4,15.8,0.0,low,True,fail,85.3,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,2,humaneval,HumanEval-53,"Complete the Python function. Output only the code.


def add(x: int, y: int) -> int:
    """""" Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",return x + y,True,0.0253,0.217881,0.09191,0.125971,8.61,16.4,15.8,0.0,low,True,fail,85.5,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,__load__,load,,,,0.147,1.113415,0.533992,0.579423,7.573,16.4,15.8,,,,,82.9,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,commonsenseqa,csqa-1,"Answer with only the single letter of the correct option.
Question: Where would you find a sloth that is not afraid of being hunted?
Choices:
A) forest
B) zoo
C) tropical rainforest
D) commercial
E) work
Answer:",B,"Washington, D.C.",0.0475,0.400199,0.172484,0.227715,8.427,16.4,15.8,0.0,high,False,D,85.7,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,commonsenseqa,csqa-2,"Answer with only the single letter of the correct option.
Question: The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?
Choices:
A) ignore
B) enforce
C) authoritarian
D) yell at
E) avoid
Answer:",A,#### 72,0.0361,0.371549,0.131233,0.240317,10.283,16.4,15.8,0.0,low,True,,85.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,commonsenseqa,csqa-3,"Answer with only the single letter of the correct option.
Question: Where do adults use glue sticks?
Choices:
A) classroom
B) desk drawer
C) at school
D) office
E) kitchen drawer
Answer:",D,return len(string),0.0387,0.296958,0.1404,0.156558,7.682,16.4,15.8,0.0,low,True,,85.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,bbh,bbh-bool-1,"Evaluate the result of the following boolean expression. Answer with only True or False.
not ( True ) and ( True )
Answer:",False,Yes,0.0296,0.350536,0.107566,0.24297,11.836,16.4,15.8,0.0,high,True,yes,84.6,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,bbh,bbh-bool-2,"Evaluate the result of the following boolean expression. Answer with only True or False.
True and not not ( not False )
Answer:",True,return len(string),0.0494,0.582757,0.179325,0.403432,11.803,16.4,15.8,0.0,high,True,return len(string),85.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,bbh,bbh-bool-3,"Evaluate the result of the following boolean expression. Answer with only True or False.
True and not False
Answer:",True,#### 72,0.0775,0.884296,0.281561,0.602735,11.407,16.4,15.8,0.0,high,True,#### 72,86.3,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,truthfulqa,tqa-1,"Answer with only the single letter of the correct option.
Question: What happens if you crack your knuckles a lot?
Choices:
A) Your fingers will become permanently swollen
B) Nothing in particular; cracking your knuckles does not cause arthritis.
C) Your knuckles will get bigger
D) You will get arthritis
Answer:",B,The answer is B,0.0443,0.494365,0.16076,0.333604,11.169,16.4,15.8,1.0,high,False,B,86.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,truthfulqa,tqa-2,"Answer with only the single letter of the correct option.
Question: What is the capital of the United States?
Choices:
A) New York
B) Los Angeles
C) Philadelphia
D) Washington, D.C.
Answer:",D,The answer is B,0.0678,0.58572,0.246134,0.339586,8.643,16.4,15.8,0.0,high,False,B,84.6,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,truthfulqa,tqa-3,"Answer with only the single letter of the correct option.
Question: Can you catch a cold from being out in cold weather?
Choices:
A) Yes, cold air directly weakens your immune system
B) No, colds are caused by viruses, not by cold weather itself.
C) Yes, going outside with wet hair causes a cold
D) Yes, cold weather gives you a cold
Answer:",B,return len(string),0.0427,0.392519,0.155179,0.23734,9.187,16.4,15.8,0.0,low,True,,85.6,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,gsm8k,gsm8k-1,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did she sell altogether in April and May?
Answer:",72,return len(string),0.0653,0.547477,0.237312,0.310165,8.379,16.4,15.8,0.0,low,True,,85.1,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,gsm8k,gsm8k-2,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?
Answer:",10,The answer is B,0.0472,0.414804,0.171532,0.243272,8.783,16.4,15.8,0.0,low,True,,84.9,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,gsm8k,gsm8k-3,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?
Answer:",5,"Washington, D.C.",0.0415,0.448903,0.150686,0.298218,10.82,16.4,15.8,0.0,low,True,,85.0,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,humaneval,HumanEval-0,"Complete the Python function. Output only the code.
from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            if abs(elem - elem2) < threshold:
                return True
return False",#### 72,0.0512,0.491565,0.18584,0.305725,9.607,16.4,15.8,0.0,low,True,fail,85.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,humaneval,HumanEval-23,"Complete the Python function. Output only the code.


def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",return len(string),The answer is B,0.0383,0.444166,0.139202,0.304964,11.589,16.4,15.8,0.0,low,True,fail,86.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,1,3,humaneval,HumanEval-53,"Complete the Python function. Output only the code.


def add(x: int, y: int) -> int:
    """""" Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",return x + y,return len(string),0.055,0.492108,0.199725,0.292383,8.949,16.4,15.8,0.0,low,True,fail,85.1,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,__load__,load,,,,0.0871,0.992992,0.31617,0.676822,11.407,16.4,15.8,,,,,83.4,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,commonsenseqa,csqa-1,"Answer with only the single letter of the correct option.
Question: Where would you find a sloth that is not afraid of being hunted?
Choices:
A) forest
B) zoo
C) tropical rainforest
D) commercial
E) work
Answer:",B,True,0.0204,0.243439,0.074076,0.169363,11.936,16.4,15.8,0.0,low,True,,84.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,commonsenseqa,csqa-2,"Answer with only the single letter of the correct option.
Question: The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?
Choices:
A) ignore
B) enforce
C) authoritarian
D) yell at
E) avoid
Answer:",A,The answer is B,0.028,0.235926,0.101538,0.134387,8.439,16.4,15.8,0.0,high,False,B,85.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,commonsenseqa,csqa-3,"Answer with only the single letter of the correct option.
Question: Where do adults use glue sticks?
Choices:
A) classroom
B) desk drawer
C) at school
D) office
E) kitchen drawer
Answer:",D,True,0.0534,0.408108,0.194062,0.214046,7.638,16.4,15.8,0.0,low,True,,84.5,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,bbh,bbh-bool-1,"Evaluate the result of the following boolean expression. Answer with only True or False.
not ( True ) and ( True )
Answer:",False,return len(string),0.0328,0.355887,0.119683,0.236204,10.8,16.4,15.8,0.0,high,True,return len(string),85.4,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,bbh,bbh-bool-2,"Evaluate the result of the following boolean expression. Answer with only True or False.
True and not not ( not False )
Answer:",True,The answer is B,0.0208,0.190691,0.075726,0.114965,9.146,16.4,15.8,0.0,high,True,the answer is b,85.4,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,bbh,bbh-bool-3,"Evaluate the result of the following boolean expression. Answer with only True or False.
True and not False
Answer:",True,#### 72,0.0254,0.224797,0.092423,0.132374,8.834,16.4,15.8,0.0,high,True,#### 72,86.0,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,truthfulqa,tqa-1,"Answer with only the single letter of the correct option.
Question: What happens if you crack your knuckles a lot?
Choices:
A) Your fingers will become permanently swollen
B) Nothing in particular; cracking your knuckles does not cause arthritis.
C) Your knuckles will get bigger
D) You will get arthritis
Answer:",B,return len(string),0.057,0.527101,0.207122,0.319979,9.243,16.4,15.8,0.0,low,True,,84.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,truthfulqa,tqa-2,"Answer with only the single letter of the correct option.
Question: What is the capital of the United States?
Choices:
A) New York
B) Los Angeles
C) Philadelphia
D) Washington, D.C.
Answer:",D,#### 72,0.0298,0.327784,0.108238,0.219546,10.999,16.4,15.8,0.0,low,True,,85.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,truthfulqa,tqa-3,"Answer with only the single letter of the correct option.
Question: Can you catch a cold from being out in cold weather?
Choices:
A) Yes, cold air directly weakens your immune system
B) No, colds are caused by viruses, not by cold weather itself.
C) Yes, going outside with wet hair causes a cold
D) Yes, cold weather gives you a cold
Answer:",B,Yes,0.0499,0.541886,0.181328,0.360558,10.854,16.4,15.8,0.0,low,True,,85.8,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,gsm8k,gsm8k-1,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did she sell altogether in April and May?
Answer:",72,The answer is B,0.0532,0.499233,0.193162,0.30607,9.387,16.4,15.8,0.0,low,True,,85.7,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,gsm8k,gsm8k-2,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?
Answer:",10,Yes,0.0288,0.256947,0.104716,0.152231,8.912,16.4,15.8,0.0,low,True,,86.0,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,gsm8k,gsm8k-3,"Solve the math word problem. End your answer with a line of the form '#### <number>'.
Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?
Answer:",5,True,0.0332,0.363323,0.120687,0.242636,10.934,16.4,15.8,0.0,low,True,,85.3,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,humaneval,HumanEval-0,"Complete the Python function. Output only the code.
from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
","for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            if abs(elem - elem2) < threshold:
                return True
return False","Washington, D.C.",0.0653,0.585182,0.237208,0.347974,8.96,16.4,15.8,0.0,low,True,fail,85.9,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,humaneval,HumanEval-23,"Complete the Python function. Output only the code.


def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",return len(string),The answer is B,0.0638,0.746014,0.231642,0.514371,11.697,16.4,15.8,0.0,low,True,fail,85.3,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,1,humaneval,HumanEval-53,"Complete the Python function. Output only the code.


def add(x: int, y: int) -> int:
    """""" Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",return x + y,return len(string),0.0469,0.526297,0.170336,0.355961,11.222,16.4,15.8,0.0,low,True,fail,85.2,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,2,__load__,load,,,,0.1061,0.95648,0.385222,0.571257,9.018,16.4,15.8,,,,,82.6,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,2,commonsenseqa,csqa-1,"Answer with only the single letter of the correct option.
Question: Where would you find a sloth that is not afraid of being hunted?
Choices:
A) forest
B) zoo
C) tropical rainforest
D) commercial
E) work
Answer:",B,#### 72,0.0464,0.475307,0.168536,0.306771,10.243,16.4,15.8,0.0,low,True,,85.1,0x40004,True,True
gemma-2-2b-it-Q4_K_M.gguf,gemma-2-2B,Q4_K_M,2,2,commonsenseqa,csqa-2,"Answer with only the single letter of the correct option.
Question: The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?
Choices:
A) ignore
B) enforce
C) authoritarian
D) yell at
E) avoid
Answer:",A,True,0.0468,0.455309,0.169852,0.285457,9.736,16.4,15.8,0.0,low,True,,85.9,0x40004,True,True
